business_id,industry_type,annual_revenue,total_expenses,loan_amount,emi_amount,gst_compliance_status,current_ratio,quick_ratio,debt_equity_ratio,dscr,roce,financial_health_score,risk_category,ai_recommendation
SME_530,Retail,10413841,40867715,9557540,857,Delayed,0.91,1.69,2.06,2.28,-4.1,36.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_531,Logistics,29561846,35574147,14722791,4886,Compliant,3.24,2.99,0.32,0.65,21.88,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_532,Services,23968625,43970727,14163844,12945,Delayed,2.07,2.44,2.61,1.82,-7.48,42.0,Medium Risk,Optimize working capital and control operational costs
SME_533,Services,46411262,6714768,6932667,7485,Compliant,1.26,2.57,1.78,4.99,17.46,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_534,Logistics,11957501,25501670,9837695,13680,Delayed,1.68,1.98,3.43,4.46,4.66,87.0,Low Risk,Eligible for growth investment or working capital loan
SME_535,E-commerce,34892435,9215995,19308744,16767,Compliant,1.3,0.32,1.44,0.34,20.23,54.0,Medium Risk,Optimize working capital and control operational costs
SME_536,Services,3933382,40680883,2108542,14397,Delayed,2.62,0.78,2.71,2.86,28.58,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_537,Retail,9170178,8464220,6922496,10744,Compliant,2.85,2.79,2.47,3.27,-5.42,84.0,Low Risk,Eligible for growth investment or working capital loan
SME_538,Retail,28848817,18721829,9326243,4334,Delayed,2.97,1.23,0.12,1.13,2.58,78.0,Low Risk,Eligible for growth investment or working capital loan
SME_539,Manufacturing,29746906,18474854,18163905,19109,Non-Compliant,3.45,0.49,0.42,0.81,22.41,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_540,Services,3895049,24312113,12204734,12226,Delayed,2.83,2.17,1.38,4.53,0.65,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_541,E-commerce,17343366,24925886,11455591,13440,Compliant,2.22,1.04,3.98,4.85,-1.4,74.0,Low Risk,Eligible for growth investment or working capital loan
SME_542,Logistics,25228848,30990972,2846230,15020,Non-Compliant,1.39,0.95,0.75,4.96,23.02,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_543,Logistics,41484077,36410502,13970696,4251,Delayed,2.04,2.99,3.23,3.97,29.48,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_544,E-commerce,11322814,42832666,18895649,12180,Non-Compliant,0.43,2.6,4.38,3.35,12.28,63.0,Medium Risk,Optimize working capital and control operational costs
SME_545,Agriculture,23358903,34243291,5553535,16140,Delayed,2.68,1.34,3.58,1.79,1.12,47.0,Medium Risk,Optimize working capital and control operational costs
SME_546,Manufacturing,48856322,21926982,3678621,922,Non-Compliant,1.73,2.94,1.17,0.94,5.94,70.0,Low Risk,Eligible for growth investment or working capital loan
SME_547,Logistics,48568795,16205013,4556766,19299,Compliant,0.36,2.02,4.1,0.49,-3.19,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_548,Services,43442594,42937345,15074661,7957,Delayed,0.5,2.28,0.51,3.5,20.48,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_549,Manufacturing,38247492,38211773,6227018,19430,Delayed,1.54,0.29,2.16,3.95,20.94,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_550,Services,15670521,15721333,9686599,15796,Compliant,2.17,0.54,4.01,4.15,25.0,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_551,Retail,26341846,39431525,6971138,1230,Non-Compliant,1.79,1.97,2.92,4.58,-8.94,68.0,Medium Risk,Optimize working capital and control operational costs
SME_552,Manufacturing,12767883,42547406,15237307,10627,Compliant,2.28,2.72,1.92,4.41,12.48,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_553,Logistics,43139398,17679636,10202796,10006,Compliant,1.84,1.95,1.39,5.0,-1.43,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_554,Manufacturing,12484398,44594441,10495967,4933,Non-Compliant,2.42,0.58,1.75,1.3,3.64,51.0,Medium Risk,Optimize working capital and control operational costs
SME_555,Manufacturing,31002775,39483478,8607009,14295,Compliant,1.0,0.52,2.34,3.84,21.4,97.0,Low Risk,Eligible for growth investment or working capital loan
SME_556,Manufacturing,35896080,9826807,8547900,16377,Delayed,0.66,2.56,1.5,2.97,-2.32,60.0,Medium Risk,Optimize working capital and control operational costs
SME_557,Agriculture,31215395,17838118,7545189,203,Delayed,2.21,0.59,4.36,1.38,15.53,47.0,Medium Risk,Optimize working capital and control operational costs
SME_558,Manufacturing,41186940,41516548,11556367,16544,Delayed,1.85,1.66,4.21,4.91,16.18,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_559,Services,23715061,26935897,8852545,15899,Compliant,0.39,0.3,3.93,4.5,28.16,93.0,Low Risk,Eligible for growth investment or working capital loan
SME_560,Retail,27354296,29719409,15275664,3748,Delayed,1.52,0.43,1.96,0.73,21.01,60.0,Medium Risk,Optimize working capital and control operational costs
SME_561,E-commerce,15449772,18863212,2681206,6718,Delayed,0.64,2.08,3.14,0.23,22.15,47.0,Medium Risk,Optimize working capital and control operational costs
SME_562,Manufacturing,4328433,30996308,187771,18965,Delayed,2.0,2.13,4.07,3.47,11.26,85.0,Low Risk,Eligible for growth investment or working capital loan
SME_563,Logistics,20012480,20423633,17014415,1093,Delayed,1.57,1.16,3.84,3.06,-2.53,38.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_564,Manufacturing,47649071,9491044,7290213,15228,Delayed,2.26,0.8,1.92,4.69,7.02,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_565,Logistics,21725964,28109612,14392507,16034,Delayed,2.88,2.48,0.59,1.25,11.98,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_566,Services,28366537,15342371,19634497,5710,Compliant,1.26,0.81,0.43,0.51,17.14,65.0,Medium Risk,Optimize working capital and control operational costs
SME_567,Logistics,7652747,1951330,11121089,9732,Delayed,3.38,1.72,2.64,1.37,14.31,91.0,Low Risk,Eligible for growth investment or working capital loan
SME_568,E-commerce,48844513,1371248,19051532,19259,Delayed,2.01,2.91,2.93,0.19,5.76,44.0,Medium Risk,Optimize working capital and control operational costs
SME_569,Retail,38191702,5057851,11991223,3191,Non-Compliant,2.28,0.61,3.84,0.28,0.61,7.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_570,Logistics,38372354,23872522,751518,18221,Compliant,2.48,2.83,1.39,4.58,-3.27,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_571,Logistics,46558665,5778750,17290529,689,Compliant,2.43,0.71,0.84,1.82,17.75,98.0,Low Risk,Eligible for growth investment or working capital loan
SME_572,Retail,26125121,3007411,12320194,2103,Compliant,1.94,1.79,1.77,2.11,15.82,93.0,Low Risk,Eligible for growth investment or working capital loan
SME_573,E-commerce,24742589,2093439,14828758,365,Compliant,1.67,1.26,1.66,0.19,17.49,59.0,Medium Risk,Optimize working capital and control operational costs
SME_574,Manufacturing,1520154,19008310,16716407,14010,Delayed,0.47,2.9,0.68,1.43,4.9,60.0,Medium Risk,Optimize working capital and control operational costs
SME_575,Logistics,38999601,37391604,2332214,11767,Delayed,0.37,0.97,3.06,4.04,0.5,46.0,Medium Risk,Optimize working capital and control operational costs
SME_576,Retail,7233215,17004953,5081820,16103,Non-Compliant,1.45,1.32,2.34,3.12,20.39,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_577,Services,46520191,9847933,9042832,12742,Non-Compliant,1.37,2.95,3.27,3.79,20.95,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_578,Retail,8695810,40874307,2250397,12391,Compliant,1.54,1.7,1.65,2.29,8.22,74.0,Low Risk,Eligible for growth investment or working capital loan
SME_579,Services,32839834,23100577,10387892,4172,Non-Compliant,0.74,1.61,1.53,1.62,14.48,65.0,Medium Risk,Optimize working capital and control operational costs
SME_580,E-commerce,41239629,39496943,10390284,15623,Non-Compliant,2.66,0.92,2.18,2.47,4.94,74.0,Low Risk,Eligible for growth investment or working capital loan
SME_581,Manufacturing,30400787,13207931,8291860,2378,Compliant,3.04,2.16,3.96,1.68,18.08,89.0,Low Risk,Eligible for growth investment or working capital loan
SME_582,Retail,25448764,31616359,15850898,17589,Compliant,3.3,0.24,0.28,4.21,23.43,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_583,Agriculture,7214301,4215144,8843026,12031,Non-Compliant,1.88,0.34,3.64,1.56,17.53,54.0,Medium Risk,Optimize working capital and control operational costs
SME_584,Logistics,45246736,20613468,7726360,5669,Delayed,2.54,1.88,1.72,3.33,10.5,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_585,E-commerce,49058556,16941107,1472542,2735,Non-Compliant,3.04,1.16,3.86,0.77,8.35,47.0,Medium Risk,Optimize working capital and control operational costs
SME_586,Retail,27759197,1217052,4473014,9867,Non-Compliant,1.64,2.87,3.63,3.47,15.69,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_587,Logistics,48284180,27551781,13245462,8490,Delayed,1.29,2.73,1.63,4.58,17.19,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_588,Retail,47879179,7996585,17339837,956,Delayed,3.3,2.2,3.15,3.08,12.35,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_589,Services,11260888,16577172,3529801,9306,Compliant,1.95,2.49,0.8,2.84,15.0,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_590,Retail,11805231,13702313,4808163,6623,Compliant,1.89,2.07,4.04,4.81,-6.14,69.0,Medium Risk,Optimize working capital and control operational costs
SME_591,Agriculture,26535947,6669324,6284851,14908,Non-Compliant,0.87,0.55,1.88,3.17,28.07,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_592,Retail,33409688,35382512,18375315,17858,Delayed,0.65,2.34,2.1,1.37,21.63,76.0,Low Risk,Eligible for growth investment or working capital loan
SME_593,Retail,11874857,9890536,12583071,4460,Compliant,2.99,0.79,3.21,1.53,4.96,54.0,Medium Risk,Optimize working capital and control operational costs
SME_594,Agriculture,49964216,36475711,12201841,13986,Non-Compliant,2.27,1.11,3.71,3.56,12.51,86.0,Low Risk,Eligible for growth investment or working capital loan
SME_595,E-commerce,35914014,24681104,9600177,12638,Delayed,1.34,2.49,1.14,3.7,-8.11,73.0,Low Risk,Eligible for growth investment or working capital loan
SME_596,Retail,30110323,10888951,12949915,19212,Non-Compliant,0.91,1.7,3.01,1.59,-8.35,8.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_597,Agriculture,14275236,12885000,1195885,2850,Compliant,2.08,2.61,1.82,1.79,0.03,66.0,Medium Risk,Optimize working capital and control operational costs
SME_598,Logistics,19407101,23297064,9544691,13299,Compliant,2.17,0.8,1.72,4.96,17.59,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_599,Services,14872528,3126016,3898190,10698,Delayed,0.96,1.9,3.14,0.6,24.09,59.0,Medium Risk,Optimize working capital and control operational costs
SME_600,Services,5220642,842939,3388445,19348,Non-Compliant,3.02,0.43,1.8,2.08,12.37,88.0,Low Risk,Eligible for growth investment or working capital loan
SME_601,Retail,47195565,20460188,19520190,4594,Delayed,0.57,2.0,1.62,0.41,11.29,41.0,Medium Risk,Optimize working capital and control operational costs
SME_602,E-commerce,1049239,36666225,11880707,14282,Compliant,1.44,2.34,3.78,4.12,6.09,81.0,Low Risk,Eligible for growth investment or working capital loan
SME_603,E-commerce,26222525,31222201,9667788,16285,Compliant,2.48,1.84,0.55,0.55,-3.54,51.0,Medium Risk,Optimize working capital and control operational costs
SME_604,Logistics,39463185,13535871,11721786,14334,Non-Compliant,1.18,0.95,3.07,3.4,-5.27,37.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_605,Retail,47673924,36273556,8197590,6644,Non-Compliant,2.95,0.29,1.19,0.38,20.43,82.0,Low Risk,Eligible for growth investment or working capital loan
SME_606,Services,47071160,13731233,8182535,2850,Non-Compliant,2.67,0.53,0.17,3.4,27.1,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_607,E-commerce,10159072,19696186,12919819,14933,Delayed,2.82,1.94,0.83,4.23,8.33,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_608,Retail,18062548,35681840,19361398,165,Non-Compliant,0.68,2.82,2.77,2.05,16.38,74.0,Low Risk,Eligible for growth investment or working capital loan
SME_609,E-commerce,14876941,19978958,10196894,10701,Non-Compliant,0.75,0.78,3.22,2.66,26.58,80.0,Low Risk,Eligible for growth investment or working capital loan
SME_610,Agriculture,25832296,18232891,12988365,919,Compliant,1.22,2.26,0.19,2.07,-6.4,57.0,Medium Risk,Optimize working capital and control operational costs
SME_611,E-commerce,897710,12352983,4363089,8305,Compliant,1.96,2.63,0.26,1.57,20.82,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_612,Services,40557648,32438060,14884599,19888,Non-Compliant,2.69,1.66,4.07,4.04,14.67,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_613,Manufacturing,4817048,41391186,19575137,17375,Non-Compliant,2.98,2.07,0.42,1.43,13.95,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_614,Logistics,33881719,13537311,12762750,15715,Compliant,2.55,2.48,4.03,3.64,1.7,81.0,Low Risk,Eligible for growth investment or working capital loan
SME_615,Logistics,14633434,17151531,17219120,3839,Non-Compliant,3.27,0.93,1.1,1.11,17.36,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_616,Services,5285956,25195222,5092792,17642,Delayed,2.66,1.03,3.36,1.32,21.79,80.0,Low Risk,Eligible for growth investment or working capital loan
SME_617,E-commerce,22382940,36274916,578526,11618,Delayed,1.28,0.2,1.46,1.75,-5.49,22.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_618,Retail,39080196,4505223,6612208,13519,Delayed,1.15,2.9,3.88,2.99,11.34,75.0,Low Risk,Eligible for growth investment or working capital loan
SME_619,E-commerce,48973002,29484871,14244857,10776,Non-Compliant,2.53,2.77,3.18,2.33,-5.95,57.0,Medium Risk,Optimize working capital and control operational costs
SME_620,Services,45293211,29034616,7587676,67,Compliant,0.92,2.34,1.87,3.75,24.9,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_621,Logistics,49165285,12363776,17614609,9788,Non-Compliant,0.6,0.42,0.44,1.15,10.31,47.0,Medium Risk,Optimize working capital and control operational costs
SME_622,E-commerce,18187991,41564396,11734111,5660,Non-Compliant,2.0,1.45,3.32,0.15,22.32,58.0,Medium Risk,Optimize working capital and control operational costs
SME_623,Logistics,40009310,22972466,16541989,4478,Compliant,2.93,0.49,2.81,3.91,4.72,89.0,Low Risk,Eligible for growth investment or working capital loan
SME_624,Retail,31561293,38009879,814422,8210,Compliant,0.62,0.24,0.11,4.13,-5.0,63.0,Medium Risk,Optimize working capital and control operational costs
SME_625,Logistics,30772855,18957968,14607153,10922,Compliant,2.83,1.93,0.14,0.39,-8.34,50.0,Medium Risk,Optimize working capital and control operational costs
SME_626,Logistics,17836140,14901508,16406440,3521,Delayed,2.9,2.89,3.66,3.09,1.26,85.0,Low Risk,Eligible for growth investment or working capital loan
SME_627,Manufacturing,21158401,37247763,19040645,572,Non-Compliant,1.84,2.73,1.24,1.95,-0.23,71.0,Low Risk,Eligible for growth investment or working capital loan
SME_628,Manufacturing,46816696,13857684,19913028,7082,Compliant,0.48,2.15,2.9,3.99,12.41,84.0,Low Risk,Eligible for growth investment or working capital loan
SME_629,Agriculture,39059430,41208249,12663723,5395,Non-Compliant,0.86,0.47,2.1,4.38,-9.13,44.0,Medium Risk,Optimize working capital and control operational costs
SME_630,Manufacturing,29678419,38289950,19715903,15407,Delayed,2.56,0.97,3.9,4.27,10.82,95.0,Low Risk,Eligible for growth investment or working capital loan
SME_631,Logistics,11179043,31381347,16192668,18642,Delayed,2.58,1.1,4.13,3.91,5.67,78.0,Low Risk,Eligible for growth investment or working capital loan
SME_632,Services,47552359,25968906,5153435,11094,Compliant,3.17,2.34,4.49,1.42,13.08,74.0,Low Risk,Eligible for growth investment or working capital loan
SME_633,Logistics,22970291,8989747,1416842,650,Compliant,2.16,2.45,0.78,4.08,18.1,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_634,Services,42164348,39177230,3689024,5741,Non-Compliant,0.7,1.28,3.9,2.71,15.36,56.0,Medium Risk,Optimize working capital and control operational costs
SME_635,Services,39247710,21081938,10670216,13281,Compliant,0.69,1.37,1.27,0.36,29.39,76.0,Low Risk,Eligible for growth investment or working capital loan
SME_636,Manufacturing,11312658,22392838,3641771,6838,Non-Compliant,2.61,0.32,2.7,2.34,-4.47,42.0,Medium Risk,Optimize working capital and control operational costs
SME_637,E-commerce,47589005,11535474,6428099,18971,Compliant,0.89,1.01,2.33,4.72,7.19,85.0,Low Risk,Eligible for growth investment or working capital loan
SME_638,Retail,802186,9996394,4079441,3262,Non-Compliant,1.35,1.46,0.18,4.45,6.99,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_639,Manufacturing,20484609,25658425,5356430,17722,Non-Compliant,1.86,0.53,4.2,0.6,6.68,14.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_640,Manufacturing,39543896,20352900,17737868,4996,Non-Compliant,0.38,1.47,0.44,3.75,16.55,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_641,E-commerce,7956985,12172676,2188370,11826,Non-Compliant,1.1,2.59,3.13,4.05,9.59,91.0,Low Risk,Eligible for growth investment or working capital loan
SME_642,Retail,24044744,17806301,15861936,2827,Delayed,1.61,1.83,3.55,1.43,10.7,50.0,Medium Risk,Optimize working capital and control operational costs
SME_643,Logistics,18303769,10748533,9937093,14211,Non-Compliant,1.19,0.42,3.6,2.41,7.29,37.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_644,Agriculture,27881509,27083911,9955951,5232,Compliant,0.74,0.74,0.7,3.58,29.67,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_645,Agriculture,17227556,10801929,13490123,2217,Delayed,2.63,1.53,2.07,2.25,27.1,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_646,Logistics,47605796,23249061,14023346,19923,Delayed,2.9,1.21,3.75,0.65,2.31,32.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_647,Manufacturing,21021013,19695854,14396836,14232,Non-Compliant,1.12,1.2,1.43,3.56,-5.54,57.0,Medium Risk,Optimize working capital and control operational costs
SME_648,Retail,2014542,17780319,13869526,14026,Delayed,2.78,1.68,2.16,4.57,23.59,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_649,Manufacturing,38235088,35944400,6985945,19345,Non-Compliant,1.53,1.84,1.3,3.3,29.89,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_650,Services,11818792,5703943,9144220,19610,Compliant,1.92,2.43,2.14,3.89,1.7,93.0,Low Risk,Eligible for growth investment or working capital loan
SME_651,Manufacturing,25742722,15853951,2076475,13878,Non-Compliant,3.04,1.15,4.01,1.86,4.31,54.0,Medium Risk,Optimize working capital and control operational costs
SME_652,Manufacturing,15635763,39451623,2141912,6837,Delayed,2.7,2.46,2.1,1.0,27.67,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_653,Logistics,45738137,31499208,3144311,7031,Compliant,2.88,1.15,2.55,3.25,18.45,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_654,Logistics,40900624,30205505,17062838,14806,Non-Compliant,0.74,0.36,1.88,1.71,1.83,25.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_655,Logistics,9176924,11404849,18740105,3716,Compliant,0.52,1.75,2.12,4.31,13.24,95.0,Low Risk,Eligible for growth investment or working capital loan
SME_656,Agriculture,44451994,23650723,12414998,3414,Compliant,3.16,1.85,0.17,0.7,27.77,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_657,Services,24624905,24614909,18173652,17832,Delayed,1.54,2.82,1.35,2.22,22.47,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_658,Logistics,35883985,39092429,9056148,570,Compliant,1.22,2.23,2.02,2.04,19.67,90.0,Low Risk,Eligible for growth investment or working capital loan
SME_659,Retail,29754481,29409512,2195690,19288,Delayed,2.62,2.77,2.89,4.7,19.48,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_660,Agriculture,37095773,14484264,9976844,13288,Compliant,2.98,2.74,2.08,0.85,-2.88,58.0,Medium Risk,Optimize working capital and control operational costs
SME_661,E-commerce,29753634,29182808,13399140,18889,Non-Compliant,3.06,1.89,1.59,0.15,22.99,97.0,Low Risk,Eligible for growth investment or working capital loan
SME_662,Retail,14815679,41224950,13852523,917,Compliant,1.31,1.68,1.81,1.27,1.04,39.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_663,Retail,44548098,22689150,19759626,10066,Non-Compliant,3.03,1.76,1.17,4.12,27.21,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_664,Logistics,24940805,42127753,18181571,6982,Non-Compliant,0.43,2.94,4.17,1.13,4.59,20.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_665,E-commerce,22265239,8299284,5056093,6336,Compliant,0.46,2.36,2.4,1.28,24.31,74.0,Low Risk,Eligible for growth investment or working capital loan
SME_666,E-commerce,25086222,1403171,14358216,18062,Non-Compliant,2.3,0.5,0.16,0.74,0.65,50.0,Medium Risk,Optimize working capital and control operational costs
SME_667,Agriculture,16027000,24392154,16331284,16999,Compliant,0.5,2.38,0.19,3.61,10.58,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_668,E-commerce,18953059,20077953,2464722,9941,Compliant,1.34,0.68,4.38,0.44,-5.72,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_669,Services,8923309,35324917,6559442,12380,Non-Compliant,2.45,1.45,1.07,1.72,16.4,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_670,Logistics,3729028,7445900,15136395,19889,Non-Compliant,1.38,0.79,3.64,1.48,23.44,61.0,Medium Risk,Optimize working capital and control operational costs
SME_671,E-commerce,18998826,18858292,5630761,11667,Delayed,0.87,2.13,0.36,2.82,18.74,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_672,Agriculture,11069320,22489615,13939600,4529,Non-Compliant,1.2,2.66,4.15,3.68,10.93,80.0,Low Risk,Eligible for growth investment or working capital loan
SME_673,Services,2839767,31000479,2901092,17519,Delayed,1.76,1.01,3.95,2.71,-8.2,21.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_674,Manufacturing,32000922,1381883,15783215,12192,Non-Compliant,1.82,0.43,2.61,4.66,27.34,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_675,Manufacturing,19891451,2068321,9911142,8566,Compliant,2.81,1.04,0.14,4.76,18.22,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_676,Services,34545468,13696138,1722907,7226,Non-Compliant,2.7,2.08,1.23,1.87,19.83,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_677,Agriculture,11351224,43961742,13063720,5162,Compliant,1.76,1.12,1.89,3.91,21.79,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_678,Services,36764673,6554512,19647790,16590,Compliant,3.01,0.98,2.12,3.72,19.91,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_679,Logistics,12322411,27065895,6882799,1319,Compliant,0.67,0.72,1.41,4.48,7.64,86.0,Low Risk,Eligible for growth investment or working capital loan
SME_680,Logistics,18420169,20936721,6921983,1141,Delayed,1.12,1.59,0.24,2.29,19.34,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_681,Manufacturing,4478702,25592630,6526925,4627,Non-Compliant,2.95,0.97,2.7,2.7,15.0,97.0,Low Risk,Eligible for growth investment or working capital loan
SME_682,E-commerce,42223416,5818952,11277547,14501,Compliant,1.51,2.25,2.41,2.14,24.16,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_683,Agriculture,17604132,4664423,12374888,2690,Compliant,3.44,0.41,1.35,4.27,22.1,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_684,Manufacturing,4097706,44216762,8343528,7323,Delayed,1.79,2.06,0.27,1.23,-8.35,46.0,Medium Risk,Optimize working capital and control operational costs
SME_685,E-commerce,38560986,14216653,10488017,3255,Non-Compliant,2.83,0.87,4.48,1.27,5.16,36.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_686,E-commerce,1105409,8581883,8020364,5213,Non-Compliant,1.59,1.57,2.22,1.93,-8.61,29.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_687,Logistics,9962743,15709784,7451747,4108,Delayed,1.66,1.0,3.43,1.23,-5.92,7.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_688,Retail,11877787,32327921,3881857,19404,Delayed,1.53,2.22,2.09,2.85,14.06,95.0,Low Risk,Eligible for growth investment or working capital loan
SME_689,Retail,22327621,24348053,4537871,18241,Non-Compliant,2.6,2.85,0.29,0.76,24.95,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_690,Services,42392167,35474035,17068680,19173,Delayed,2.05,2.77,1.46,1.67,-5.21,58.0,Medium Risk,Optimize working capital and control operational costs
SME_691,Logistics,35780122,27534365,4739400,9802,Non-Compliant,3.32,1.83,1.51,4.58,8.04,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_692,E-commerce,20557988,28070483,11062437,11413,Non-Compliant,1.1,1.5,3.79,2.11,26.44,78.0,Low Risk,Eligible for growth investment or working capital loan
SME_693,Agriculture,8697295,18040619,15168970,14995,Compliant,0.62,2.49,2.98,3.77,22.57,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_694,Retail,49895289,43222943,16895797,12583,Compliant,1.56,2.11,1.31,0.66,10.79,63.0,Medium Risk,Optimize working capital and control operational costs
SME_695,E-commerce,6309041,22672887,17278806,5021,Non-Compliant,2.27,0.71,4.36,1.31,20.86,59.0,Medium Risk,Optimize working capital and control operational costs
SME_696,Retail,13046501,34933268,17649544,18771,Non-Compliant,3.05,2.5,1.51,4.06,10.91,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_697,Retail,39141700,20400738,16271063,6582,Non-Compliant,1.41,1.4,4.49,3.84,-3.68,40.0,Medium Risk,Optimize working capital and control operational costs
SME_698,Retail,6655579,15204511,4809479,13455,Non-Compliant,2.39,0.73,4.48,1.99,-5.01,18.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_699,Agriculture,903119,19394397,13753606,13117,Non-Compliant,1.42,0.99,0.94,4.78,-2.47,89.0,Low Risk,Eligible for growth investment or working capital loan
SME_700,Logistics,49392876,8968438,3110691,18950,Non-Compliant,2.28,0.95,1.48,4.56,4.04,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_701,Agriculture,17056827,18733734,18135313,17359,Delayed,3.13,1.65,2.24,4.82,27.22,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_702,Manufacturing,30995692,12272752,11688962,1262,Non-Compliant,1.04,0.86,3.02,2.2,21.99,71.0,Low Risk,Eligible for growth investment or working capital loan
SME_703,E-commerce,32527216,36613515,13431835,7382,Delayed,1.59,0.55,2.42,1.07,7.31,36.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_704,Logistics,46763335,10025105,18071531,3327,Delayed,3.48,0.55,4.37,3.17,9.72,81.0,Low Risk,Eligible for growth investment or working capital loan
SME_705,Logistics,34457164,22054924,19352724,18643,Non-Compliant,3.08,1.83,3.29,3.46,0.62,85.0,Low Risk,Eligible for growth investment or working capital loan
SME_706,Logistics,2450013,10335869,10764827,10020,Non-Compliant,2.11,2.26,1.03,0.71,18.17,91.0,Low Risk,Eligible for growth investment or working capital loan
SME_707,Logistics,1632658,32245012,9746919,17641,Delayed,1.95,1.1,0.56,3.95,22.11,100.0,Low Risk,Eligible for growth investment or working capital loan
